Symbol,Name,Market Cap,Country,Sector,Industry
DAC,Danaos Corporation Common Stock,1394430240.00,Greece,Consumer Discretionary,Marine Transportation
DADA,Dada Nexus Limited American Depositary Shares,1514811919.00,China,Consumer Discretionary,Department/Specialty Retail Stores
DAIO,Data I/O Corporation Common Stock,28373523.00,United States,Technology,Industrial Machinery/Components
DAKT,Daktronics Inc. Common Stock,138253886.00,United States,Industrials,Office Equipment/Supplies/Services
DAL,Delta Air Lines Inc. Common Stock,19838663583.00,United States,Consumer Discretionary,Air Freight/Delivery Services
DALN,DallasNews Corporation Series A Common Stock,41856472.00,United States,Consumer Discretionary,Newspapers/Magazines
DALS,DA32 Life Science Tech Acquisition Corp. Class A Common Stock,248805000.00,United States,Industrials,Consumer Electronics/Appliances
DAN,Dana Incorporated Common Stock ,2156321065.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,690573925.00,,Real Estate,Other Consumer Services
DAOO,Crypto 1 Acquisition Corp Class A Ordinary Shares,287500000.00,United States,,
DAOOU,Crypto 1 Acquisition Corp Unit,0.00,United States,,
DAOOW,Crypto 1 Acquisition Corp Warrants,0.00,United States,,
DAR,Darling Ingredients Inc. Common Stock,12142627482.00,United States,Consumer Staples,Farming/Seeds/Milling
DARE,Dare Bioscience Inc. Common Stock,94029594.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DASH,DoorDash Inc. Class A Common Stock,20453279173.00,,Industrials,Industrial Machinery/Components
DATS,DatChat Inc. Common Stock,18482326.00,United States,Technology,Computer Software: Prepackaged Software
DATSW,DatChat Inc. Series A Warrant,0.00,United States,Technology,Computer Software: Prepackaged Software
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),5526617374.00,United States,Technology,EDP Services
DAVE,Dave Inc. Class A Common Stock,176811255.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
DAVEW,Dave Inc. Warrants,0.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
DAWN,Day One Biopharmaceuticals Inc. Common Stock,1711503910.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DB,Deutsche Bank AG Common Stock,17092213793.00,Germany,Finance,Commercial Banks
DBD,Diebold Nixdorf Incorporated Common Stock,274810992.00,United States,Technology,EDP Services
DBGI,Digital Brands Group Inc. Common Stock,6172353.00,United States,Consumer Discretionary,Apparel
DBGIW,Digital Brands Group Inc. Warrant,0.00,United States,Consumer Discretionary,Apparel
DBI,Designer Brands Inc. Class A Common Stock,1146054866.00,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,243198483.00,United States,,
DBRG,DigitalBridge Group Inc.,11759228317.00,United States,Real Estate,Real Estate Investment Trusts
DBRG^H,DigitalBridge Group Inc. 7.125% Series H,,United States,,
DBRG^I,DigitalBridge Group Inc. 7.15% Series I,,United States,,
DBRG^J,DigitalBridge Group Inc. 7.125% Series J,,United States,,
DBTX,Decibel Therapeutics Inc. Common Stock,110842389.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DBVT,DBV Technologies S.A. American Depositary Shares,409161458.00,France,Health Care,Biotechnology: Pharmaceutical Preparations
DBX,Dropbox Inc. Class A Common Stock,7951537379.00,United States,Technology,Computer Software: Prepackaged Software
DC,Dakota Gold Corp. Common Stock,222463450.00,,Basic Materials,Precious Metals
DCBO,Docebo Inc. Common Shares,973025842.00,Canada,,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,110401480.00,,Finance,Finance/Investors Services
DCFC,Tritium DCFC Limited Ordinary Shares,1010422175.00,Australia,Technology,Electronic Components
DCFCW,Tritium DCFC Limited Warrant,0.00,Australia,Technology,Electronic Components
DCGO,DocGo Inc. Common Stock,986244789.00,United States,Health Care,Managed Health Care
DCGOW,DocGo Inc. Warrants,0.00,United States,Health Care,Managed Health Care
DCI,Donaldson Company Inc. Common Stock,6246488477.00,United States,Industrials,Pollution Control Equipment
DCO,Ducommun Incorporated Common Stock,521401892.00,United States,Industrials,Military/Government/Technical
DCOM,Dime Community Bancshares Inc. Common Stock,1213023323.00,United States,Finance,Savings Institutions
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,0.00,United States,Finance,Savings Institutions
DCP,DCP Midstream  LP Common Units ,8051934924.00,United States,Utilities,Natural Gas Distribution
DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,United States,,
DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,United States,,
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,1107802196.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DCRD,Decarbonization Plus Acquisition Corporation IV Class A Ordinary Share,394925094.00,United States,,
DCRDW,Decarbonization Plus Acquisition Corporation IV Warrant,0.00,United States,,
DCT,Duck Creek Technologies Inc. Common Stock,1563014318.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
DCTH,Delcath Systems Inc. Common Stock,33366392.00,United States,Health Care,Medical Specialities
DD,DuPont de Nemours Inc. Common Stock,27846913823.00,,Consumer Discretionary,Wholesale Distributors
DDD,3D Systems Corporation Common Stock,1257761266.00,United States,Technology,Computer peripheral equipment
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,64847066.00,United States,Finance,Finance/Investors Services
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,510895966.00,South Korea,Technology,EDP Services
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),850029163.00,,,
DDOG,Datadog Inc. Class A Common Stock,30537784914.00,United States,Technology,EDP Services
DDS,Dillard's Inc. Common Stock,5065449924.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
DDT,Dillard's Capital Trust I,0.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
DE,Deere & Company Common Stock,110707353112.00,United States,Industrials,Industrial Machinery/Components
DEA,Easterly Government Properties Inc. Common Stock,1608619775.00,United States,Real Estate,Real Estate Investment Trusts
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,109415475.00,United States,,
DECAU,Denali Capital Acquisition Corp. Unit,0.00,United States,,
DECK,Deckers Outdoor Corporation Common Stock,8500958693.00,United States,Consumer Discretionary,Shoe Manufacturing
DEI,Douglas Emmett Inc. Common Stock,3513924899.00,United States,Real Estate,Real Estate Investment Trusts
DELL,Dell Technologies Inc. Class C Common Stock ,27946370104.00,,Technology,Computer Manufacturing
DEN,Denbury Inc. Common Stock,4407793203.00,,Energy,Oil & Gas Production
DENN,Denny's Corporation Common Stock,593056664.00,United States,Consumer Discretionary,Restaurants
DEO,Diageo plc Common Stock,99178735255.00,United Kingdom,Consumer Staples,Beverages (Production/Distribution)
DERM,Journey Medical Corporation Common Stock,52817730.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DESP,Despegar.com Corp. Ordinary Shares,523277775.00,,Consumer Discretionary,Other Consumer Services
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,81426394.00,United States,Finance,Finance Companies
DFFN,Diffusion Pharmaceuticals Inc. Common Stock,12965445.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DFH,Dream Finders Homes Inc. Class A Common Stock,1136302846.00,United States,,
DFIN,Donnelley Financial Solutions Inc. Common Stock ,1249966404.00,,Finance,Investment Managers
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,427696286.00,,Finance,Investment Managers
DFS,Discover Financial Services Common Stock,27370750000.00,United States,Finance,Finance: Consumer Services
DG,Dollar General Corporation Common Stock,55069476567.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,18552330.00,Canada,,
DGICA,Donegal Group Inc. Class A Common Stock,452439936.00,United States,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,468149656.00,United States,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,1137447854.00,United States,Technology,Computer peripheral equipment
DGLY,Digital Ally Inc. Common Stock,27193846.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,525424798.00,United States,Finance,Business Services
DGX,Quest Diagnostics Incorporated Common Stock,14640210000.00,United States,Health Care,Medical Specialities
DH,Definitive Healthcare Corp. Class A Common Stock,1839928304.00,United States,Technology,Computer Software: Prepackaged Software
DHACU,Digital Health Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
DHBC,DHB Capital Corp. Class A common stock,352906250.00,United States,Industrials,Consumer Electronics/Appliances
DHBCW,DHB Capital Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,344143146.00,United States,Real Estate,Real Estate Investment Trusts
DHCA,DHC Acquisition Corp. Class A ordinary share,382171639.00,United States,Finance,Business Services
DHCAU,DHC Acquisition Corp. Unit,0.00,United States,Finance,Business Services
DHCAW,DHC Acquisition Corp. Warrant,0.00,United States,Finance,Business Services
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,0.00,United States,Real Estate,Real Estate Investment Trusts
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,0.00,United States,Real Estate,Real Estate Investment Trusts
DHF,BNY Mellon High Yield Strategies Fund Common Stock,167294028.00,United States,Finance,Finance Companies
DHHC,DiamondHead Holdings Corp. Class A Common Stock,425212500.00,United States,Industrials,Consumer Electronics/Appliances
DHHCU,DiamondHead Holdings Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
DHHCW,DiamondHead Holdings Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
DHI,D.R. Horton Inc. Common Stock,24795772901.00,United States,,
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,547495236.00,United States,Finance,Investment Managers
DHR,Danaher Corporation Common Stock,195988327544.00,United States,Health Care,Medical Specialities
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,,United States,,
DHT,DHT Holdings Inc.,1284354864.00,Jersey,Consumer Discretionary,Marine Transportation
DHX,DHI Group Inc. Common Stock,242825092.00,United States,Consumer Discretionary,Diversified Commercial Services
DHY,Credit Suisse High Yield Bond Fund Common Stock,199781509.00,United States,Finance,Finance/Investors Services
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,564050836.00,,Finance,Finance Companies
DIBS,1stdibs.com Inc. Common Stock,234112382.00,United States,Miscellaneous,Diversified Commercial Services
DICE,DICE Therapeutics Inc. Common Stock,688891536.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DILA,DILA Capital Acquisition Corp. Class A Common Stock,75036803.00,Mexico,Industrials,Consumer Electronics/Appliances
DILAU,DILA Capital Acquisition Corp. Unit,0.00,Mexico,Industrials,Consumer Electronics/Appliances
DIN,Dine Brands Global Inc. Common Stock,1142586529.00,United States,Consumer Discretionary,Restaurants
DINO,HF Sinclair Corporation Common Stock,11940558311.00,United States,Energy,Integrated oil Companies
DIOD,Diodes Incorporated Common Stock,3103057159.00,United States,Technology,Semiconductors
DIS,Walt Disney Company (The) Common Stock,202548992110.00,United States,Consumer Discretionary,Movies/Entertainment
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,338937500.00,United States,Finance,Business Services
DISAU,Disruptive Acquisition Corporation I Unit,0.00,United States,Finance,Business Services
DISAW,Disruptive Acquisition Corporation I Warrant,0.00,United States,Finance,Business Services
DISH,DISH Network Corporation Class A Common Stock,9015242489.00,United States,Consumer Discretionary,Telecommunications Equipment
DIT,AMCON Distributing Company Common Stock,105846809.00,United States,Consumer Discretionary,Food Distributors
DJCO,Daily Journal Corp. (S.C.) Common Stock,363964646.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
DK,Delek US Holdings Inc. Common Stock,1968128265.00,United States,Energy,Integrated oil Companies
DKDCA,Data Knights Acquisition Corp. Class A Common Stock,154837811.00,United Kingdom,Industrials,Consumer Electronics/Appliances
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,2685810252.00,United States,Energy,Oil & Gas Production
DKNG,DraftKings Inc. Class A Common Stock,6774440158.00,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
DKS,Dick's Sporting Goods Inc Common Stock,8715468056.00,United States,Consumer Discretionary,Other Specialty Stores
DLA,Delta Apparel Inc. Common Stock,125705113.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
DLB,Dolby Laboratories Common Stock,7351179390.00,United States,Technology,EDP Services
DLCA,Deep Lake Capital Acquisition Corp. Class A Ordinary Shares,256938750.00,United States,Finance,Business Services
DLCAU,Deep Lake Capital Acquisition Corp. Unit,0.00,United States,Finance,Business Services
DLCAW,Deep Lake Capital Acquisition Corp. Warrant,0.00,United States,Finance,Business Services
DLHC,DLH Holdings Corp.,198095826.00,United States,Consumer Discretionary,Business Services
DLNG,Dynagas LNG Partners LP Common Units,139112494.00,Greece,,
DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,,Greece,,
DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,,Greece,,
DLO,DLocal Limited Class A Common Shares,7113135713.00,Uruguay,,
DLPN,Dolphin Entertainment Inc. Common Stock,39640626.00,United States,Technology,Interactive Media
DLR,Digital Realty Trust Inc. Common Stock,33671046977.00,United States,Real Estate,Real Estate Investment Trusts
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,,United States,,
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,,United States,,
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,,United States,,
DLTH,Duluth Holdings Inc. Class B Common Stock,263875227.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
DLTR,Dollar Tree Inc. Common Stock,30669863397.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
DLX,Deluxe Corporation Common Stock,781998305.00,United States,Consumer Discretionary,Advertising
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,710556445.00,,Finance,Investment Managers
DM,Desktop Metal Inc. Class A Common Stock,952922413.00,,Technology,Computer peripheral equipment
DMA,Destra Multi-Alternative Fund Common Stock,64714586.00,,Finance,Trusts Except Educational Religious and Charitable
DMAC,DiaMedica Therapeutics Inc. Common Stock,46539798.00,United States,,
DMAQR,Deep Medicine Acquisition Corp. Rights,0.00,United States,,
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,243970660.00,,Finance,Trusts Except Educational Religious and Charitable
DMF,BNY Mellon Municipal Income Inc. Common Stock,138243398.00,United States,Finance,Finance/Investors Services
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,1057917984.00,United States,Energy,Oil & Gas Production
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,136895097.00,United States,Finance,Trusts Except Educational Religious and Charitable
DMRC,Digimarc Corporation Common Stock,332415153.00,United States,Technology,EDP Services
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,51997825.00,United States,Consumer Discretionary,Advertising
DMTK,DermTech Inc. Common Stock,161380033.00,United States,Health Care,Managed Health Care
DMYS,dMY Technology Group Inc. VI Class A Common Stock,296894063.00,,Industrials,Consumer Electronics/Appliances
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,4459358722.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNAB,Social Capital Suvretta Holdings Corp. II Class A Ordinary Shares,312522000.00,United States,,
DNAD,Social Capital Suvretta Holdings Corp. IV Class A Ordinary Shares,312362550.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DNAY,Codex DNA Inc. Common Stock,54387157.00,United States,Health Care,Medical Specialities
DNB,Dun & Bradstreet Holdings Inc. Common Stock,6146592893.00,United States,Technology,Internet and Information Services
DNLI,Denali Therapeutics Inc. Common Stock,3420130586.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNMR,Danimer Scientific Inc. Common Stock,407492890.00,,Industrials,Plastic Products
DNN,Denison Mines Corp Ordinary Shares (Canada),1087659560.00,Canada,,
DNOW,NOW Inc. Common Stock,1298610869.00,,Industrials,Metal Fabrications
DNP,DNP Select Income Fund Inc. Common Stock,3943344871.00,United States,Finance,Investment Managers
DNUT,Krispy Kreme Inc. Common Stock,1957369307.00,United States,Consumer Discretionary,Specialty Foods
DNZ,D and Z Media Acquisition Corp. Class A Common Stock,354703125.00,,Industrials,Consumer Electronics/Appliances
DO,Diamond Offshore Drilling Inc. Common Stock,737552367.00,United States,Energy,Oil & Gas Production
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,3715132508.00,United States,Real Estate,Real Estate Investment Trusts
DOCN,DigitalOcean Holdings Inc. Common Stock,3921661000.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
DOCS,Doximity Inc. Class A Common Stock,6323230324.00,,Technology,Retail: Computer Software & Peripheral Equipment
DOCU,DocuSign Inc. Common Stock,10886950800.00,United States,Technology,EDP Services
DOGZ,Dogness (International) Corporation Class A Common Stock,53020250.00,China,Consumer Discretionary,Miscellaneous manufacturing industries
DOLE,Dole plc Ordinary Shares,873823672.00,,Consumer Staples,Farming/Seeds/Milling
DOMA,Doma Holdings Inc. Common Stock,191254202.00,,Finance,Real Estate
DOMO,Domo Inc. Class B Common Stock,630380918.00,United States,Technology,Computer Software: Prepackaged Software
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,5359997064.00,Canada,,
DOOR,Masonite International Corporation Ordinary Shares (Canada),1762097414.00,Canada,,
DORM,Dorman Products Inc. Common Stock,2748259421.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
DOUG,Douglas Elliman Inc. Common Stock,380182730.00,,Real Estate,Building operators
DOV,Dover Corporation Common Stock,18370005457.00,United States,Industrials,Industrial Machinery/Components
DOW,Dow Inc. Common Stock ,35412838291.00,,Industrials,Industrial Specialties
DOX,Amdocs Limited Ordinary Shares,10291535200.00,Guernsey,Technology,EDP Services
DOYU,DouYu International Holdings Limited ADS,492099952.00,China,Technology,Computer Software: Programming Data Processing
DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares,287787500.00,United States,,
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,562761541.00,United States,Finance,Trusts Except Educational Religious and Charitable
DPRO,Draganfly Inc. Common Shares,31725179.00,Canada,Consumer Discretionary,Electronic Components
DPSI,DecisionPoint Systems Inc. Common Stock,43326768.00,,Technology,Retail: Computer Software & Peripheral Equipment
DPZ,Domino's Pizza Inc Common Stock,13126771409.00,United States,Consumer Discretionary,Food Distributors
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,4800481500.00,China,Technology,Semiconductors
DRAY,Macondray Capital Acquisition Corp. I Class A Ordinary Shares,357937500.00,United States,,
DRAYW,Macondray Capital Acquisition Corp. I Warrant,0.00,United States,,
DRCT,Direct Digital Holdings Inc. Class A Common Stock,44377140.00,United States,Consumer Discretionary,Advertising
DRCTW,Direct Digital Holdings Inc. Warrant,0.00,United States,Consumer Discretionary,Advertising
DRD,DRDGOLD Limited American Depositary Shares,470171089.00,South Africa,Basic Materials,Precious Metals
DRE,Duke Realty Corporation Common Stock,22207981937.00,United States,Real Estate,Real Estate Investment Trusts
DRH,Diamondrock Hospitality Company Common Stock,1811296892.00,United States,Real Estate,Real Estate Investment Trusts
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,,United States,,
DRI,Darden Restaurants Inc. Common Stock,15612997338.00,United States,Consumer Discretionary,Restaurants
DRIO,DarioHealth Corp. Common Stock,101727196.00,Israel,Health Care,Medical/Dental Instruments
DRMA,Dermata Therapeutics Inc. Common Stock,5604610.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,Dermata Therapeutics Inc. Warrant,0.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DRQ,Dril-Quip Inc. Common Stock,759414876.00,United States,Industrials,Metal Fabrications
DRRX,DURECT Corporation Common Stock,163990094.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,457452526.00,Israel,Finance,Business Services
DRTSW,Alpha Tau Medical Ltd. Warrant,0.00,Israel,Finance,Business Services
DRTT,DIRTT Environmental Solutions Ltd. Common Shares,58870600.00,Canada,,
DRUG,Bright Minds Biosciences Inc. Common Stock,22912692.00,Canada,,
DRVN,Driven Brands Holdings Inc. Common Stock,5279837062.00,United States,,
DS,Drive Shack Inc.,106242772.00,United States,Consumer Discretionary,Movies/Entertainment
DS^B,Drive Shack Inc. Preferred Series B,,United States,,
DS^C,Drive Shack Inc. Preferred Series C,,United States,,
DS^D,Drive Shack Inc. Pfd Ser D,,United States,,
DSAQ,Direct Selling Acquisition Corp. Class A Common Stock,290662500.00,,Industrials,Consumer Electronics/Appliances
DSEY,Diversey Holdings Ltd. Ordinary Shares,1821951948.00,United States,Consumer Discretionary,Specialty Chemicals
DSGN,Design Therapeutics Inc. Common Stock,1203227403.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DSGR,Distribution Solutions Group Inc. Common Stock,767266742.00,United States,Industrials,Industrial Machinery/Components
DSGX,Descartes Systems Group Inc. (The) Common Stock,5828732388.00,Canada,,
DSKE,Daseke Inc. Common Stock,378187413.00,United States,,
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,1238241492.00,,Finance,Trusts Except Educational Religious and Charitable
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,314860762.00,United States,Finance,Investment Managers
DSP,Viant Technology Inc. Class A Common Stock,64447388.00,United States,Technology,EDP Services
DSS,DSS Inc. Common Stock,49629130.00,United States,,
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,445128480.00,United States,Finance,Finance Companies
DSWL,Deswell Industries Inc. Common Shares,49107626.00,Macau,Industrials,Plastic Products
DSX,Diana Shipping inc. common stock,415205684.00,Greece,Consumer Discretionary,Marine Transportation
DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),,Greece,,
DT,Dynatrace Inc. Common Stock,10556791586.00,United States,Technology,EDP Services
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,0.00,United States,Utilities,Electric Utilities: Central
DTC,Solo Brands Inc. Class A Common Stock,255505111.00,,Miscellaneous,Diversified Commercial Services
DTE,DTE Energy Company Common Stock,25406954229.00,United States,Utilities,Electric Utilities: Central
DTEA,DAVIDsTEA Inc. Common Stock,33584826.00,Canada,,
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,81824160.00,United States,Finance,Investment Managers
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,0.00,United States,Utilities,Electric Utilities: Central
DTIL,Precision BioSciences Inc. Common Stock,173941658.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DTLA^,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock,,,,
DTM,DT Midstream Inc. Common Stock ,5341652805.00,,Utilities,Oil & Gas Production
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock,408954375.00,United States,Industrials,Consumer Electronics/Appliances
DTOCU,Digital Transformation Opportunities Corp. Units,0.00,United States,Industrials,Consumer Electronics/Appliances
DTOCW,Digital Transformation Opportunities Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
DTP,DTE Energy Company 6.25% Corporate Units,0.00,United States,Utilities,Electric Utilities: Central
DTRT,DTRT Health Acquisition Corp. Class A Common Stock,290950000.00,United States,Industrials,Consumer Electronics/Appliances
DTRTU,DTRT Health Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
DTRTW,DTRT Health Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
DTSS,Datasea Inc. Common Stock,27973328.00,China,Technology,Retail: Computer Software & Peripheral Equipment
DTST,Data Storage Corporation Common Stock,15336421.00,United States,Technology,EDP Services
DTSTW,Data Storage Corporation Warrant,0.00,United States,Technology,EDP Services
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,0.00,United States,Utilities,Electric Utilities: Central
DUET,DUET Acquisition Corp. Class A Common Stock,112237275.00,Malaysia,Miscellaneous,Other Pharmaceuticals
DUETU,DUET Acquisition Corp. Unit,0.00,Malaysia,Miscellaneous,Other Pharmaceuticals
DUK,Duke Energy Corporation (Holding Company) Common Stock,82379351574.00,United States,Utilities,Power Generation
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,United States,,
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,0.00,United States,Utilities,Power Generation
DUNE,Dune Acquisition Corporation Class A Common Stock,211528125.00,United States,Industrials,Consumer Electronics/Appliances
DUNEU,Dune Acquisition Corporation Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
DUNEW,Dune Acquisition Corporation Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
DUO,Fangdd Network Group Ltd. American Depositary Shares,9713522.00,China,Technology,Computer Software: Programming Data Processing
DUOL,Duolingo Inc. Class A Common Stock,3635739455.00,United States,Technology,Computer Software: Prepackaged Software
DUOT,Duos Technologies Group Inc. Common Stock,24990390.00,United States,Technology,Computer Software: Prepackaged Software
DV,DoubleVerify Holdings Inc. Common Stock,4238005406.00,,Technology,Computer Software: Prepackaged Software
DVA,DaVita Inc. Common Stock,8305880000.00,United States,Health Care,Medical/Nursing Services
DVAX,Dynavax Technologies Corporation Common Stock,1415962777.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DVN,Devon Energy Corporation Common Stock,46424400000.00,United States,Energy,Oil & Gas Production
DWAC,Digital World Acquisition Corp. Class A Common Stock,929996203.00,United States,Industrials,Consumer Electronics/Appliances
DWACU,Digital World Acquisition Corp. Units,0.00,United States,Industrials,Consumer Electronics/Appliances
DWACW,Digital World Acquisition Corp. Warrants,0.00,United States,Industrials,Consumer Electronics/Appliances
DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock,173797811.00,,Industrials,Consumer Electronics/Appliances
DWSN,Dawson Geophysical Company Common Stock,26193562.00,United States,Energy,Oil & Gas Production
DX,Dynex Capital Inc. Common Stock,624932034.00,United States,Real Estate,Real Estate Investment Trusts
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,
DXC,DXC Technology Company Common Stock ,6310915251.00,,Technology,EDP Services
DXCM,DexCom Inc. Common Stock,32185306024.00,United States,Health Care,Medical Specialities
DXF,Dunxin Financial Holdings Limited American Depositary Shares,9287062.00,China,Consumer Discretionary,Apparel
DXLG,Destination XL Group Inc. Common Stock,357067010.00,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DXPE,DXP Enterprises Inc. Common Stock,497757981.00,United States,Industrials,Industrial Machinery/Components
DXR,Daxor Corporation Common Stock,53433351.00,United States,Health Care,Medical/Dental Instruments
DXYN,Dixie Group Inc. (The) Common Stock,17970866.00,United States,Consumer Discretionary,Home Furnishings
DY,Dycom Industries Inc. Common Stock,3250125771.00,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
DYAI,Dyadic International Inc. Common Stock,73486808.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
